Date,Open,High,Low,Close,Adj Close,Volume
2020-01-02,755.289978,762.049988,754.609985,760.349976,760.349976,0
2020-01-03,760.359985,762.280029,754.900024,760.780029,760.780029,0
2020-01-06,760.780029,760.780029,752.630005,756.409973,756.409973,0
2020-01-07,756.409973,760.070007,755.890015,756.809998,756.809998,0
2020-01-08,756.679993,757.599976,752.190002,756.599976,756.599976,0
2020-01-09,756.590027,762.369995,756.590027,759.340027,759.340027,0
2020-01-10,759.349976,762.669983,758.169983,759.049988,759.049988,0
2020-01-13,759.049988,763.159973,757.900024,760.640015,760.640015,0
2020-01-14,760.640015,764.599976,758.570007,762.440002,762.440002,0
2020-01-15,762.440002,763.830017,760.679993,763.690002,763.690002,0
2020-01-16,763.690002,765.020020,759.280029,760.229980,760.229980,0
2020-01-17,760.320007,768.719971,760.320007,767.250000,767.250000,0
2020-01-20,767.260010,768.179993,763.719971,764.669983,764.669983,0
2020-01-21,764.669983,764.809998,754.809998,760.539978,760.539978,0
2020-01-22,760.549988,763.400024,756.169983,756.169983,756.169983,0
2020-01-23,756.169983,756.489990,750.119995,750.270020,750.270020,0
2020-01-24,750.270020,764.039978,750.059998,758.859985,758.859985,0
2020-01-27,758.859985,758.859985,739.299988,740.950012,740.950012,0
2020-01-28,740.960022,748.950012,740.960022,748.109985,748.109985,0
2020-01-29,748.119995,751.219971,746.070007,748.760010,748.760010,0
2020-01-30,748.760010,748.760010,735.710022,737.799988,737.799988,0
2020-01-31,737.809998,739.099976,727.500000,727.979980,727.979980,0
2020-02-03,727.989990,735.890015,727.960022,733.260010,733.260010,0
2020-02-04,733.260010,743.880005,733.260010,743.570007,743.570007,0
2020-02-05,743.580017,750.580017,740.520020,747.950012,747.950012,0
2020-02-06,747.950012,752.729980,747.950012,750.429993,750.429993,0
2020-02-07,750.429993,750.429993,743.669983,746.169983,746.169983,0
2020-02-10,746.179993,746.179993,742.340027,744.159973,744.159973,0
2020-02-11,744.159973,752.150024,744.159973,750.330017,750.330017,0
2020-02-12,750.280029,753.809998,749.299988,752.640015,752.640015,0
2020-02-13,752.659973,752.659973,739.880005,743.109985,743.109985,0
2020-02-14,743.109985,746.469971,739.770020,740.090027,740.090027,0
2020-02-17,740.090027,744.260010,740.090027,742.909973,742.909973,0
2020-02-18,742.909973,742.909973,734.909973,736.580017,736.580017,0
2020-02-19,736.849976,745.609985,736.849976,745.010010,745.010010,0
2020-02-20,745.010010,747.400024,744.039978,744.059998,744.059998,0
2020-02-21,744.059998,744.090027,736.559998,739.090027,739.090027,0
2020-02-24,739.090027,739.090027,711.140015,714.289978,714.289978,0
2020-02-25,714.289978,719.359985,700.109985,701.450012,701.450012,0
2020-02-26,701.450012,703.849976,687.119995,703.580017,703.580017,0
2020-02-27,703.590027,703.609985,672.640015,679.450012,679.450012,0
2020-02-28,679.460022,679.460022,645.690002,655.760010,655.760010,0
2020-03-02,655.760010,676.640015,649.299988,664.979980,664.979980,0
2020-03-03,664.979980,683.669983,664.979980,669.729980,669.729980,0
2020-03-04,669.729980,684.809998,669.479980,679.809998,679.809998,0
2020-03-05,679.809998,682.200012,665.619995,670.809998,670.809998,0
2020-03-06,670.820007,670.820007,642.859985,646.719971,646.719971,0
2020-03-09,646.719971,646.719971,589.130005,599.010010,599.010010,0
2020-03-10,599.010010,622.479980,592.169983,597.659973,597.659973,0
2020-03-11,597.669983,607.859985,585.570007,585.849976,585.849976,0
2020-03-12,585.859985,585.859985,523.820007,529.200012,529.200012,0
2020-03-13,529.200012,568.750000,526.750000,531.969971,531.969971,0
2020-03-16,531.969971,531.969971,489.420013,511.209991,511.209991,0
2020-03-17,511.209991,530.159973,497.339996,527.130005,527.130005,0
2020-03-18,527.130005,527.130005,499.869995,509.200012,509.200012,0
2020-03-19,508.679993,518.090027,494.339996,517.109985,517.109985,0
2020-03-20,517.109985,541.429993,515.000000,515.320007,515.320007,0
2020-03-23,515.320007,519.320007,492.130005,496.660004,496.660004,0
2020-03-24,496.660004,536.669983,496.660004,536.549988,536.549988,0
2020-03-25,536.549988,573.979980,536.549988,563.570007,563.570007,0
2020-03-26,562.650024,578.119995,550.559998,577.539978,577.539978,0
2020-03-27,577.539978,577.539978,540.989990,549.989990,549.989990,0
2020-03-30,549.989990,556.599976,535.409973,555.929993,555.929993,0
2020-03-31,555.929993,570.030029,554.690002,566.280029,566.280029,0
2020-04-01,566.280029,566.280029,541.640015,542.799988,542.799988,0
2020-04-02,542.440002,554.869995,539.479980,546.710022,546.710022,0
2020-04-03,546.710022,547.210022,539.539978,540.400024,540.400024,0
2020-04-06,540.400024,558.719971,540.400024,558.200012,558.200012,0
2020-04-07,558.200012,577.799988,558.200012,569.520020,569.520020,0
2020-04-08,569.520020,569.539978,558.809998,565.539978,565.539978,0
2020-04-09,565.539978,583.580017,565.539978,583.090027,583.090027,0
2020-04-14,583.090027,587.520020,577.340027,578.359985,578.359985,0
2020-04-15,578.369995,578.450012,556.859985,558.710022,558.710022,0
2020-04-16,558.750000,564.580017,556.780029,563.210022,563.210022,0
2020-04-17,563.210022,582.799988,563.210022,575.369995,575.369995,0
2020-04-20,575.369995,581.590027,570.090027,579.109985,579.109985,0
2020-04-21,579.109985,579.109985,563.400024,563.679993,563.679993,0
2020-04-22,563.679993,576.500000,563.599976,575.869995,575.869995,0
2020-04-23,575.869995,583.320007,572.669983,581.200012,581.200012,0
2020-04-24,581.210022,581.210022,572.320007,574.179993,574.179993,0
2020-04-27,574.190002,584.489990,574.190002,581.869995,581.869995,0
2020-04-28,581.869995,596.609985,581.500000,594.400024,594.400024,0
2020-04-29,594.400024,611.960022,593.669983,611.559998,611.559998,0
2020-04-30,611.559998,614.140015,589.070007,589.070007,589.070007,0
2020-05-04,574.780029,578.229980,570.119995,574.369995,574.369995,0
2020-05-05,574.369995,585.830017,574.369995,584.330017,584.330017,0
2020-05-06,584.330017,588.440002,582.869995,583.969971,583.969971,0
2020-05-07,583.969971,592.750000,583.969971,592.440002,592.440002,0
2020-05-08,592.440002,592.440002,592.440002,592.440002,592.440002,0
2020-05-11,592.440002,598.309998,588.340027,591.549988,591.549988,0
2020-05-12,591.549988,599.900024,589.909973,598.880005,598.880005,0
