Date,Open,High,Low,Close,Adj Close,Volume
2020-01-02,13233.709961,13425.030273,13225.160156,13385.929688,13385.929688,75341400
2020-01-03,13266.389648,13282.740234,13120.719727,13219.139648,13219.139648,80793400
2020-01-06,13085.490234,13143.110352,12948.169922,13126.990234,13126.990234,71778600
2020-01-07,13199.589844,13283.879883,13166.400391,13226.830078,13226.830078,78282300
2020-01-08,13140.490234,13334.040039,13106.269531,13320.179688,13320.179688,88178800
2020-01-09,13474.759766,13523.339844,13456.780273,13495.059570,13495.059570,86965600
2020-01-10,13533.459961,13548.200195,13483.309570,13483.309570,13483.309570,77941000
2020-01-13,13521.860352,13529.209961,13404.719727,13451.519531,13451.519531,67208300
2020-01-14,13439.200195,13487.900391,13362.200195,13456.490234,13456.490234,74555400
2020-01-15,13444.950195,13458.910156,13388.480469,13432.299805,13432.299805,72046400
2020-01-16,13463.459961,13492.740234,13382.980469,13429.429688,13429.429688,39611800
2020-01-17,13513.480469,13557.780273,13497.299805,13526.129883,13526.129883,86342800
2020-01-20,13503.830078,13550.830078,13487.209961,13548.940430,13548.940430,52882400
2020-01-21,13456.900391,13560.679688,13443.250000,13555.870117,13555.870117,64630900
2020-01-22,13601.650391,13640.059570,13498.030273,13515.750000,13515.750000,73130700
2020-01-23,13455.900391,13486.139648,13382.230469,13388.419922,13388.419922,90749900
2020-01-24,13512.839844,13604.849609,13510.790039,13576.679688,13576.679688,87986400
2020-01-27,13374.990234,13399.419922,13195.280273,13204.769531,13204.769531,101409200
2020-01-28,13274.009766,13327.120117,13163.360352,13323.690430,13323.690430,91825300
2020-01-29,13316.419922,13371.299805,13296.030273,13345.000000,13345.000000,67876800
2020-01-30,13186.490234,13262.179688,13118.969727,13157.120117,13157.120117,100706100
2020-01-31,13196.799805,13208.469727,12973.700195,12981.969727,12981.969727,106903800
2020-02-03,13033.169922,13077.570313,12987.530273,13045.190430,13045.190430,81389100
2020-02-04,13135.610352,13282.629883,13131.070313,13281.740234,13281.740234,80887400
2020-02-05,13224.269531,13488.580078,13223.139648,13478.330078,13478.330078,108453900
2020-02-06,13570.330078,13606.969727,13533.660156,13574.820313,13574.820313,114567900
2020-02-07,13530.769531,13551.030273,13463.980469,13513.809570,13513.809570,87036900
2020-02-10,13476.000000,13501.740234,13445.410156,13494.030273,13494.030273,60456500
2020-02-11,13604.740234,13668.429688,13557.959961,13627.839844,13627.839844,104753500
2020-02-12,13671.150391,13758.700195,13658.150391,13749.780273,13749.780273,86733300
2020-02-13,13695.929688,13745.429688,13576.959961,13745.429688,13745.429688,92087000
2020-02-14,13756.469727,13788.509766,13728.120117,13744.209961,13744.209961,66314900
2020-02-17,13770.669922,13795.240234,13754.040039,13783.889648,13783.889648,57400100
2020-02-18,13668.940430,13731.389648,13660.450195,13681.190430,13681.190430,82088700
2020-02-19,13751.049805,13789.000000,13710.780273,13789.000000,13789.000000,90192900
2020-02-20,13774.440430,13788.410156,13664.000000,13664.000000,13664.000000,86435200
2020-02-21,13609.940430,13689.230469,13500.500000,13579.330078,13579.330078,108765400
2020-02-24,13231.379883,13236.580078,12982.139648,13035.240234,13035.240234,165148900
2020-02-25,13132.040039,13132.040039,12778.660156,12790.490234,12790.490234,129552500
2020-02-26,12682.160156,12849.169922,12368.049805,12774.879883,12774.879883,163618900
2020-02-27,12526.599609,12593.620117,12211.629883,12367.459961,12367.459961,191240900
2020-02-28,11891.870117,12008.589844,11724.120117,11890.349609,11890.349609,274623700
2020-03-02,12030.269531,12121.599609,11624.629883,11857.870117,11857.870117,207214100
