Date,Open,High,Low,Close,Adj Close,Volume
12/31/19,72.482498,73.419998,72.379997,73.412498,72.139938,100805600
1/2/20,74.059998,75.150002,73.797501,75.087502,73.785912,135480400
1/3/20,74.287498,75.144997,74.125,74.357498,73.068565,146322800
1/6/20,73.447502,74.989998,73.1875,74.949997,73.650795,118387200
1/7/20,74.959999,75.224998,74.370003,74.597504,73.304413,108872000
1/8/20,74.290001,76.110001,74.290001,75.797501,74.483597,132079200
1/9/20,76.809998,77.607498,76.550003,77.407501,76.065697,170108400
1/10/20,77.650002,78.167503,77.0625,77.582497,76.237656,140644800
1/13/20,77.910004,79.267502,77.787498,79.239998,77.86644,121532000
1/14/20,79.175003,79.392502,78.042503,78.169998,76.814972,161954400
1/15/20,77.962502,78.875,77.387497,77.834999,76.485802,121923600
1/16/20,78.397499,78.925003,78.022499,78.809998,77.443893,108829200
1/17/20,79.067497,79.684998,78.75,79.682503,78.301262,137816400
1/21/20,79.297501,79.754997,79,79.142502,77.770615,110843200
1/22/20,79.644997,79.997498,79.327499,79.425003,78.048233,101832400
1/23/20,79.480003,79.889999,78.912498,79.807503,78.424095,104472000
1/24/20,80.0625,80.832497,79.379997,79.577499,78.198082,146537600
1/27/20,77.514999,77.942497,76.220001,77.237503,75.898643,161940000
1/28/20,78.150002,79.599998,78.047501,79.422501,78.045761,162234000
1/29/20,81.112503,81.962502,80.345001,81.084999,79.679451,216229200
1/30/20,80.135002,81.022499,79.6875,80.967499,79.563988,126743200
1/31/20,80.232498,80.669998,77.072502,77.377502,76.036217,199588400
2/3/20,76.074997,78.372498,75.555,77.165001,75.8274,173788400
2/4/20,78.827499,79.910004,78.407501,79.712502,78.330734,136616400
2/5/20,80.879997,81.190002,79.737503,80.362503,78.969475,118826800
2/6/20,80.642502,81.305,80.065002,81.302498,79.893181,105425600
2/7/20,80.592499,80.849998,79.5,80.0075,78.80722,117684000
2/10/20,78.544998,80.387497,78.462502,80.387497,79.181511,109348800
2/11/20,80.900002,80.974998,79.677498,79.902496,78.703789,94323200
2/12/20,80.3675,81.805,80.3675,81.800003,80.572823,113730400
2/13/20,81.047501,81.555,80.837502,81.217499,79.999069,94747600
2/14/20,81.184998,81.495003,80.712502,81.237503,80.018761,80113600
2/18/20,78.839996,79.9375,78.652496,79.75,78.553581,152531200
2/19/20,80,81.142502,80,80.904999,79.691254,93984000
2/20/20,80.657501,81.162498,79.552498,80.074997,78.873703,100566000
2/21/20,79.654999,80.112503,77.625,78.262497,77.088402,129554000
2/24/20,74.315002,76.044998,72.307503,74.544998,73.426674,222195200
2/25/20,75.237503,75.6325,71.532501,72.019997,70.939545,230673600
2/26/20,71.6325,74.470001,71.625,73.162498,72.064919,198054800
2/27/20,70.275002,71.5,68.239998,68.379997,67.354156,320605600
2/28/20,64.315002,69.602501,64.092499,68.339996,67.314751,426510000
3/2/20,70.57,75.360001,69.43,74.702499,73.58181,341397200
3/3/20,75.917503,76,71.449997,72.330002,71.244896,319475600
3/4/20,74.110001,75.849998,73.282501,75.684998,74.549568,219178400
3/5/20,73.879997,74.887497,72.852501,73.230003,72.131409,187572800
3/6/20,70.5,72.705002,70.307503,72.2575,71.173485,226176800
3/9/20,65.9375,69.522499,65.75,66.542503,65.54422,286744800
3/10/20,69.285004,71.610001,67.342499,71.334999,70.264816,285290000
3/11/20,69.347504,70.305,67.964996,68.857498,67.824493,255598800
3/12/20,63.985001,67.5,62,62.057499,61.126503,418474000
3/13/20,66.222504,69.980003,63.237499,69.4925,68.449951,370732000
3/16/20,60.487499,64.769997,60,60.552502,59.644085,322423600
3/17/20,61.877499,64.402496,59.599998,63.215,62.26664,324056000
3/18/20,59.942501,62.5,59.279999,61.6675,60.742355,300233600
3/19/20,61.8475,63.209999,60.6525,61.195,60.276947,271857200
3/20/20,61.794998,62.9575,57,57.310001,56.450233,401693200
3/23/20,57.02,57.125,53.1525,56.092499,55.250999,336752800
3/24/20,59.09,61.922501,58.575001,61.720001,60.794071,287531200
3/25/20,62.6875,64.5625,61.075001,61.380001,60.459167,303602000
3/26/20,61.630001,64.669998,61.59,64.610001,63.640713,252087200
3/27/20,63.1875,63.967499,61.762501,61.935001,61.005848,204216800
3/30/20,62.685001,63.880001,62.349998,63.702499,62.74683,167976400
3/31/20,63.900002,65.622498,63,63.572498,62.618774,197002000
4/1/20,61.625,62.18,59.782501,60.227501,59.323959,176218400
4/2/20,60.084999,61.287498,59.224998,61.232498,60.313885,165934000
4/3/20,60.700001,61.424999,59.7425,60.352501,59.44709,129880000
4/6/20,62.724998,65.777496,62.345001,65.6175,64.633095,201820400
4/7/20,67.699997,67.925003,64.75,64.857498,63.884502,202887200
4/8/20,65.684998,66.842499,65.307503,66.517502,65.519608,168895200
4/9/20,67.175003,67.517502,66.175003,66.997498,65.992393,161834800
4/13/20,67.077499,68.425003,66.457497,68.3125,67.287674,131022800
